business_id,attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,categories,latitude,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.Payment Types.mastercard,attributes.Parking.lot,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,attributes.Payment Types.amex,name,hours.Monday.open,attributes.Waiter Service,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Good For Kids,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Payment Types.cash_only,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Payment Types.discover,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Payment Types.visa,type,attributes.Caters,attributes.Ambience.intimate,attributes.Music.playlist,attributes.Good For.latenight,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.By Appointment Only,attributes.Dietary Restrictions.kosher,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Hair Types Specialized In.perms,attributes.Music.jukebox,attributes.Ambience.upscale
_wZTYYL7cutanzAnJUTGMA,FALSE,,TRUE,,,,,,,Bars;American (Traditional);Nightlife;Lounges;Restaurants,43.017701,TRUE,full_bar,FALSE,,TRUE,FALSE,,,FALSE,,Beach House Restaurant & Lounge,,TRUE,FALSE,FALSE,,,,,,2,FALSE,FALSE,,FALSE,31,,WI,TRUE,,FALSE,,FALSE,TRUE,"4506 Larson Beach Rd
Mc Farland, WI 53558",,,,FALSE,,,TRUE,,,FALSE,FALSE,,no,TRUE,Mc Farland,,TRUE,,3.5,,business,FALSE,FALSE,,FALSE,TRUE,FALSE,-89.303789,,,,,TRUE,FALSE,,,,,TRUE,,TRUE,,,,,,,loud,outdoor,casual,,TRUE,,,FALSE,,,FALSE
XrzTVrJAjs0yYLvhFI9vkQ,,,,,,,,,,Hotels & Travel;Bed & Breakfast;Event Planning & Services;Hotels,43.015931,,,,,,,,,,,Parsonage Bed & Breakfast the,,,,,,,,,,2,,,,,9,,WI,TRUE,,,,,,"5508 Broadhead St
Mc Farland, WI 53558",,,,,,,,,,,,,free,TRUE,Mc Farland,,,,5,,business,,,,,,,-89.285206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1tkeiIa-daD8LbM6mHm_9A,,,,11:00,,,,,11:00,Active Life;Bowling,43.0131557,,,,,,,,11:00,,,Spartan Bowl,11:00,,,,,,,,,,,,,,3,,WI,,2:30,,,,,"4711 Farwell St
Mc Farland, WI 53558",2:00,,,,,,,11:00,,,,2:00,,TRUE,Mc Farland,,,,1.5,,business,,,,,,,-89.3021641,2:00,,2:00,2:30,TRUE,,8:00,,,,,1:00,,,,,,,11:00,,,,,,,,,,,
zOc8lbjViUZajbY7M0aUCQ,,,,16:30,,,,,,Pizza;Restaurants,43.014164,FALSE,full_bar,,,FALSE,,,16:30,FALSE,,Spartan Pizza,16:30,,FALSE,,,,,,,1,FALSE,FALSE,,,4,,WI,TRUE,,FALSE,,FALSE,TRUE,"5813 Main St
Mc Farland, WI 53558",22:00,,,FALSE,,,FALSE,,,,FALSE,22:00,,TRUE,Mc Farland,,FALSE,,3.5,,business,FALSE,,,FALSE,FALSE,,-89.288567,21:00,,22:00,,TRUE,FALSE,12:00,,,,,20:00,,,,,,,16:30,,,casual,,FALSE,,,,,,
UgjVZTSOaYoEvws_lAP_Dw,FALSE,,,,,,,,,Chinese;Restaurants,43.0179387,FALSE,none,FALSE,,FALSE,FALSE,,,FALSE,,Main Moon Chinese Restaurant,,FALSE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,8,,WI,TRUE,,FALSE,,FALSE,TRUE,"4850 Larson Beach Rd
Mc Farland, WI 53558",,,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,Mc Farland,,TRUE,,3.5,,business,FALSE,FALSE,,FALSE,FALSE,,-89.2986278,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,,,average,,casual,,TRUE,,,FALSE,,,FALSE
HxPpZSY6Q1eARuiahhra6A,FALSE,,,,,,,,,Event Planning & Services;Party & Event Planning;Caterers,43.093265,,,FALSE,,FALSE,FALSE,,,FALSE,,Crandalls Carryout & Catering,,,FALSE,FALSE,,,,,,2,FALSE,FALSE,,,5,,WI,TRUE,,FALSE,,FALSE,TRUE,"6401 University Ave
Middleton, WI 53562",,,,FALSE,,,,,,FALSE,,,,FALSE,Middleton,,,,4,,business,TRUE,FALSE,,FALSE,FALSE,,-89.4918,,,,,TRUE,FALSE,,,,,,,FALSE,,,,,,,,,casual,,FALSE,,,FALSE,,,FALSE
SKLw05kEIlZcpTD5pqma8Q,FALSE,,,16:00,,,,,16:00,Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants,43.090642,FALSE,full_bar,FALSE,,TRUE,FALSE,,11:00,FALSE,,Imperial Garden Chinese Restaurant,11:00,TRUE,FALSE,FALSE,,,,,,2,FALSE,FALSE,,,41,,WI,TRUE,21:30,FALSE,,FALSE,TRUE,"2039 Allen Blvd
Middleton, WI 53562",21:30,,,FALSE,,,TRUE,16:00,,FALSE,FALSE,21:30,,TRUE,Middleton,,TRUE,,3,,business,,FALSE,,FALSE,TRUE,,-89.485169,14:00,,14:00,21:00,TRUE,FALSE,16:00,,,,FALSE,21:00,FALSE,,,,,,16:00,average,,casual,,TRUE,,,FALSE,,,FALSE
77ESrCo7hQ96VpCWWdvoxg,FALSE,,,6:00,,,,,6:00,Mexican;Restaurants,43.0910607,FALSE,full_bar,FALSE,,TRUE,FALSE,,6:00,FALSE,,Mi Cocina,6:00,TRUE,FALSE,FALSE,,,,,,2,FALSE,FALSE,,,17,,WI,TRUE,21:00,FALSE,TRUE,FALSE,TRUE,"6230 University Ave
Middleton, WI 53562",21:00,,,FALSE,,,FALSE,6:00,,FALSE,FALSE,21:00,no,FALSE,Middleton,,TRUE,,3,,business,,FALSE,,FALSE,TRUE,,-89.4874867,21:00,,21:00,21:00,TRUE,FALSE,8:00,,,,TRUE,14:00,TRUE,,,,,,6:00,average,,casual,,TRUE,,,FALSE,,,FALSE
9brW55Vzyi3ItboHWfoepg,,,,8:30,,,,,8:30,Auto Repair;Automotive;Auto Parts & Supplies;Car Dealers,43.1115337,,,,,,,,8:30,,,Zimbrick Acura,8:30,,,,,,,,,,,,,,5,,WI,,18:00,,,,,"7525 Century Ave
Middleton, WI 53562",18:00,,,,,,,8:30,,,,18:00,,TRUE,Middleton,,,,2.5,,business,,,,,,,-89.5099781,20:00,,18:00,16:00,,,,,,,,,,,,,,,8:30,,,,,,,,,,,
368m5-RtrrYWf4hPM_bMlg,,,,9:00,,,,,9:00,Active Life;Arts & Entertainment;Stadiums & Arenas,43.1101571,,,,,,,,9:00,,,Keva Sports Center,9:00,,,,,,,,,,,,,,3,,WI,,21:00,,,,,"8312 Forsythia St
Middleton, WI 53562",21:00,,,,,,,9:00,,,,21:00,,TRUE,Middleton,,,,3.5,,business,,,,,,,-89.5264281,21:00,,21:00,21:00,TRUE,,12:00,,,,,21:00,,,,,,,9:00,,,,,,,,,,,
YjoSdr8uJslIebsQP6c18w,,,,,,,,,,Pet Services;Pets,43.077415,,,,,,,,,,,Wild Birds Unlimited,,,,,,,,,,2,,,,,3,,WI,TRUE,,,,,,"8402 Old Sauk Rd
Middleton, WI 53562",,,,,,,,,,,,,,TRUE,Middleton,,,,4.5,,business,,,,,,,-89.527273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rKNtd_M2kWDW8sQKYzetKA,,,,,,,,,,Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels,43.096271,,,,,,,,,,,Staybridge Suites Extended Stay Hotel Middleton/Madison-West,,,,,,,,,,3,,,,,6,,WI,TRUE,,,,,,"7790 Elmwood Ave
Middleton, WI 53562",,,,,,,,,,,,,free,TRUE,Middleton,,,,4.5,,business,,,,,,,-89.516038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x7xS2DJvu8klyNzcpN8QHg,,,,0:00,,,,,0:00,Pilates;Yoga;Weight Loss Centers;Health & Medical;Fitness & Instruction;Active Life,43.1030719,,,,,,,,0:00,,,Harbor Athletic Club,0:00,,,,,,,,,,,,,,5,,WI,,0:00,,,,,"2529 Allen Blvd
Middleton, WI 53562",0:00,,,,,,,0:00,,,,0:00,,TRUE,Middleton,,,,5,,business,,,,,,,-89.4860822,0:00,,0:00,0:00,TRUE,,0:00,,,,,0:00,,FALSE,,,,,0:00,,,,,,,,,,,
KTqNU4plO23583DYAMGXYg,FALSE,,,,,,,,,Sandwiches;Pizza;Chicken Wings;Restaurants,43.1003841,FALSE,,FALSE,,FALSE,FALSE,,,,,Domino's Pizza,,,FALSE,FALSE,,,,,,,,FALSE,,,3,,WI,,,,,FALSE,TRUE,"2411 Allen Blvd
Middleton, WI 53562",,,,,,,FALSE,,,FALSE,TRUE,,,TRUE,Middleton,,,,3,,business,,FALSE,,,,,-89.4862189,,,,,,FALSE,,,,,,,FALSE,,,,,,,,,,,,,,FALSE,,,FALSE
cgCqxPhadIAlsqnD1MoWuQ,,,,9:30,,,,,9:30,Shopping;Arts & Crafts;Event Planning & Services;Cards & Stationery;Art Supplies;Flowers & Gifts,43.0954975,,,,,FALSE,,,9:30,,,Archivers,9:30,,FALSE,,,,,,,3,,FALSE,,,4,,WI,TRUE,21:00,,,FALSE,,"1661 Deming Way
Middleton, WI 53562",21:00,,,,,,,9:30,,,,21:00,,TRUE,Middleton,,,,3,,business,,,,,,,-89.5235246,21:00,,21:00,21:00,,FALSE,11:00,,,,,18:00,,,,,,,9:30,,,,,,,,,,,
YDUB7-NgjKEFn8CERLoKXQ,,,,9:00,,,,,9:00,Arts & Crafts;Shopping;Knitting Supplies;Hobby Shops,43.0929029,,,,,TRUE,,,9:00,,,Michaels,9:00,,TRUE,,,,,,,2,,FALSE,,,3,,WI,TRUE,21:00,,,FALSE,,"1700 Deming Way
Middleton, WI 53562",21:00,,,,,,,9:00,,,,21:00,,TRUE,Middleton,,,,4,,business,,,,,,,-89.5277025,21:00,,21:00,21:00,,FALSE,10:00,,,,,19:00,,,,,,,9:00,,,,,,,,,,,
x7pStpT09Tdc8d7oRU0Tmw,,,,10:00,,,,,10:00,Women's Clothing;Shopping Centers;Fashion;Shopping,43.091816,,,,,TRUE,,,10:00,,,Greenway Station Shopping Center,10:00,,TRUE,,,,,,,2,,FALSE,,,7,,WI,TRUE,20:00,,,FALSE,,"1620 Deming Way
Middleton, WI 53562",20:00,,,,,,,10:00,,,,20:00,,TRUE,Middleton,,TRUE,,3.5,,business,,,,,,,-89.52845,20:00,,20:00,20:00,,FALSE,12:00,,,,,17:00,,,,,,,10:00,,,,,,,,,,,
1-EIdeHewfEVcpoZm38N8A,,,,6:00,,,,,6:00,"Food;Beer, Wine & Spirits;Coffee & Tea",43.096359,TRUE,,,,TRUE,,,6:00,,,Barriques Wine & Spirits,6:00,,TRUE,,,,,,,1,,FALSE,,,22,,WI,TRUE,21:00,,,FALSE,,"1901 Cayuga St
Middleton, WI 53562",21:00,,,,,,,6:30,,,,21:00,free,TRUE,Middleton,,TRUE,,4,,business,,,,,,,-89.513737,21:00,,21:00,21:00,,FALSE,7:00,,,,,19:00,,,,,,,6:00,,,,,,,,,,,
MKsb2VpLB-0UBODcInDsSw,FALSE,,,,,,,,,Chinese;Restaurants,43.0970483,FALSE,,FALSE,,TRUE,FALSE,,,FALSE,,China Wok Buffet,,TRUE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,12,,WI,TRUE,,FALSE,,FALSE,TRUE,"6913 University Ave
Middleton, WI 53562",,,,FALSE,,,FALSE,,,FALSE,FALSE,,,TRUE,Middleton,,TRUE,,2.5,,business,FALSE,FALSE,,FALSE,TRUE,,-89.5006856,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,,,quiet,,casual,,TRUE,,,FALSE,,,FALSE
ShEYKerTwb2LSORE5o_s7A,FALSE,,,7:00,,,,,7:00,Bakeries;Food;Breakfast & Brunch;Coffee & Tea;Restaurants,43.107227,TRUE,none,FALSE,,TRUE,FALSE,,7:00,FALSE,,Prairie Cafe & Bakery,7:00,FALSE,TRUE,FALSE,,,,,,1,TRUE,FALSE,,,38,,WI,FALSE,15:00,TRUE,,FALSE,TRUE,"6720 Frank Lloyd Wright Ave
Middleton, WI 53562",15:00,,,FALSE,,,FALSE,7:00,,FALSE,FALSE,15:00,free,TRUE,Middleton,,TRUE,,3.5,,business,FALSE,FALSE,,FALSE,FALSE,,-89.496995,15:00,,15:00,14:00,TRUE,FALSE,7:00,,,,FALSE,14:00,TRUE,,,FALSE,,,7:00,average,,casual,,TRUE,,,FALSE,,,FALSE
HaBkx5PwvbBpQ2iNCgHnVQ,,,TRUE,11:00,,,,,7:00,Bars;American (New);Nightlife;Restaurants,43.1014598,TRUE,full_bar,,,FALSE,,,7:00,FALSE,,Paul's Neighborhood Bar,7:00,,FALSE,,,,FALSE,,,1,FALSE,FALSE,,,11,,WI,TRUE,11:00,FALSE,,FALSE,,"2401 Parmenter St
Middleton, WI 53562",13:00,,,FALSE,FALSE,,FALSE,8:00,,,,11:00,,TRUE,Middleton,,,,3.5,,business,,,,FALSE,FALSE,,-89.5111616,11:00,,11:00,11:00,FALSE,FALSE,8:00,,FALSE,,,11:00,,,,,,,7:00,average,no,casual,,TRUE,,,,,TRUE,
KW6HejC-67KSL9J8Cz1dSw,FALSE,,,11:00,,,,,11:00,Chinese;Restaurants,43.07534527,TRUE,none,FALSE,,,FALSE,,11:00,FALSE,,Chin's Asia Fresh,11:00,FALSE,,FALSE,,,,,,2,FALSE,,,,28,,WI,TRUE,21:00,FALSE,,,TRUE,"8414 Old Sauk Rd
Middleton, WI 53562",21:00,,,FALSE,,,FALSE,11:00,,FALSE,FALSE,21:00,,TRUE,Middleton,,,,3,,business,,FALSE,,FALSE,FALSE,,-89.52848018,21:00,,21:00,21:00,TRUE,,11:00,,,,FALSE,21:00,FALSE,,,,,,11:00,quiet,,casual,,TRUE,,,FALSE,,,FALSE
wl-7A4jC0f27MOEmW-XTbQ,,,,11:00,,,,,11:00,Chinese;Restaurants,43.1036633,,,,,FALSE,,,11:00,FALSE,,Grand China Restaurant,11:00,,FALSE,,,,,,,1,FALSE,FALSE,,,6,,WI,TRUE,23:00,FALSE,,FALSE,TRUE,"2608 Allen Blvd
Middleton, WI 53562",22:00,,,FALSE,,,FALSE,11:00,,,,22:00,,TRUE,Middleton,,TRUE,,3,,business,,,,FALSE,FALSE,,-89.4864907,22:00,,22:00,23:00,TRUE,FALSE,12:00,,,,,22:00,,,,,,,11:00,,,casual,,TRUE,,,,,,
NGj-_5pkHc_DbH5bKUH2Xw,,,,,,,,,,Pet Services;Pet Boarding/Pet Sitting;Pets,43.100808,,,,,,,,,,,Lori's Pet-Agree Salon Llc,,,,,,,,,,,,,,,3,,WI,,,,,,,"2313 Parmenter St
Middleton, WI 53562",,,,,,,,,,,,,,TRUE,Middleton,,,,5,,business,,,,,,,-89.511068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suQyHycqv8nA7EualcUB3g,,,,,,,,,,Diners;Restaurants,43.0905631,FALSE,,,,,,,,FALSE,,Dennys,,,,,,,,,,1,FALSE,,,,5,,WI,TRUE,,FALSE,,,TRUE,"8302 Greenway Blvd
Middleton, WI 53562",,,,FALSE,,,FALSE,,,,FALSE,,,TRUE,Middleton,,,,3,,business,,,,FALSE,FALSE,,-89.5241674,,,,,TRUE,,,,,,FALSE,,,,,,,,,quiet,,casual,,TRUE,,,,,,
3jpKGDkFrCHpjEYVEgcG0A,,,,,,,,,,Food;Coffee & Tea,43.0904559,TRUE,,,,TRUE,,,,,,Starbucks,,,FALSE,,,,,,,1,,FALSE,,,6,,WI,TRUE,,,,FALSE,,"8310 Greenway Blvd
Middleton, WI 53562",,,,,,,,,,,,,free,TRUE,Middleton,,,,3,,business,,,,,,,-89.5256818,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
AYoLKzRFajucKnjIFxc__A,FALSE,,,,,,,,,Food;Ice Cream & Frozen Yogurt,43.0954855,TRUE,none,FALSE,,TRUE,FALSE,,,FALSE,,Cold Stone Creamery,,FALSE,FALSE,FALSE,,,,,,4,FALSE,FALSE,,,6,,WI,TRUE,,FALSE,,FALSE,TRUE,"1650 Deming Way
Middleton, WI 53562",,,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,Middleton,,TRUE,,2.5,,business,,FALSE,,FALSE,FALSE,,-89.5235823,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,,,,,casual,,TRUE,,,FALSE,,,FALSE
c5awCF5eu0ZkxUf_i94uPA,FALSE,,TRUE,,,,,,,Nightlife,43.103427,TRUE,full_bar,FALSE,,TRUE,FALSE,,,,,Bristled Boar Saloon & Grill,,,FALSE,FALSE,,,FALSE,,,1,,FALSE,,TRUE,16,,WI,TRUE,,,,FALSE,,"2611 Branch St
Middleton, WI 53562",,,,,FALSE,,,,,FALSE,,,,TRUE,Middleton,,TRUE,,3.5,,business,,FALSE,,,,FALSE,-89.491807,,,,,,FALSE,,,FALSE,,TRUE,,FALSE,,,,,,,average,outdoor,,,TRUE,,,FALSE,,TRUE,FALSE
GHvLvSN_imiXxqsgFPskWA,,,,8:00,,,,,8:00,Health & Medical;Dentists;General Dentistry,43.1031224,,,,,,,,8:00,,,Killian Dental Clinic,8:00,,,,,,,,,,,,,,3,,WI,,15:00,,,,,"6213 Middleton Springs Dr
Ste 104
Middleton, WI 53562",16:30,,,,,,,,,,,16:30,,TRUE,Middleton,,,,5,,business,,,,,,,-89.4876798,16:30,,16:30,,,,,,,,,,,TRUE,,,,,8:00,,,,,,,,,,,
uga5g16PncJOtY7Sc3A05w,,,,5:00,,,,,5:00,Burgers;Fast Food;Restaurants,43.090653,,none,,,FALSE,,,5:00,FALSE,,McDonald's,5:00,FALSE,FALSE,,,,,,,1,FALSE,FALSE,,,6,,WI,TRUE,0:00,FALSE,,FALSE,TRUE,"8308 Greenway Blvd
Middleton, WI 53562",23:00,,,FALSE,,,FALSE,6:00,,,FALSE,23:00,free,TRUE,Middleton,,,,4,,business,FALSE,,,FALSE,TRUE,,-89.5250779,23:00,,23:00,0:00,TRUE,FALSE,6:00,,,,TRUE,23:00,,,,,,,5:00,average,,casual,,TRUE,,,,,,
